album_id,artist_id
1940,634
1941,17
1942,839
1943,841
1944,621
1945,621
1946,621
1947,567
1948,705
1949,4
1951,7
1952,7
1953,15
1954,842
1955,131
1956,63
1957,131
1958,130
1959,843
1960,592
1961,844
1962,839
1963,592
1964,571
1965,36
1966,845
1967,14
1968,592
1969,592
1970,592
1971,832
1972,14
1973,846
1974,29
1975,847
1976,848
1977,829
1978,755
1979,849
1980,850
1981,851
1982,852
1983,853
1984,854
1985,855
1986,856
1987,857
1988,858
1989,859
1990,860
1991,861
1992,856
1993,427
1994,862
1995,863
1996,864
1997,865
1998,866
1999,867
2000,868
2001,869
2002,870
2003,871
2004,576
2005,872
2006,873
2007,13
2008,94
2009,749
2010,749
2011,749
2012,749
2013,874
2014,875
2015,876
2016,828
2017,828
2018,877
2019,877
2020,365
2021,152
2022,576
2023,111
2025,635
2026,148
2027,879
2028,37
2029,13
2030,34
2031,53
2033,53
2034,53
2035,53
2036,880
2037,881
2038,3
2039,81
2040,81
2041,882
2042,883
2043,884
2044,840
2045,840
2046,578
2047,562
2048,886
2049,887
2050,884
2051,885
2052,24
2053,562
2054,562
2055,576
2056,3
2057,888
2058,501
2059,889
2060,889
2061,458
2062,890
2063,891
2064,892
2065,892
2066,893
2067,621
2068,894
2069,895
2070,840
2071,896
2072,897
2073,562
2074,562
2076,898
2077,899
2078,900
2079,102
2080,26
2081,3
2082,573
2083,620
2084,901
2085,902
2086,903
2087,4
2088,874
2089,27
2090,904
2091,905
2092,906
2093,907
2094,908
2095,909
2096,910
2097,911
2098,912
2099,913
2100,914
2101,915
2102,7
2103,874
2104,702
2105,916
2106,562
2107,917
2108,918
2109,570
2110,920
2111,562
2112,705
2113,874
2114,874
2115,11
2116,562
2117,562
2118,562
2119,562
2120,562
2121,562
2122,562
2123,875
2124,875
2125,73
2126,921
2127,922
2128,36
2129,36
2130,57
2131,70
2132,323
2133,923
2134,88
2135,924
2137,224
2138,925
2139,3
2140,840
2141,840
2142,562
2143,651
2144,926
2145,663
2146,562
2147,927
2148,928
2149,367
2150,29
2151,93
2152,573
2153,929
2154,29
2155,29
2156,29
2157,366
2158,930
2159,930
2160,931
2161,588
2162,932
2163,933
2164,934
2165,840
2166,702
2167,935
2168,582
2169,799
2170,936
2171,937
2172,938
2173,939
2174,940
2175,815
2176,603
2177,97
2178,97
2179,941
2180,942
2181,943
2182,944
2183,945
2184,946
2185,947
2186,948
2187,949
2188,950
2189,951
2190,952
2191,953
2192,954
2193,955
2194,956
2195,957
2196,958
2197,959
2198,960
2199,961
2200,962
2201,963
2202,964
2203,965
2204,966
2205,967
2206,968
2208,970
2209,971
2211,955
2212,973
2213,974
2214,975
2215,976
2216,977
2217,978
2218,979
2219,980
2220,981
2221,982
2222,983
2223,984
2224,985
2225,562
2226,986
2227,987
2228,988
2229,989
2230,990
2231,958
2232,991
2233,970
2234,992
2235,974
2236,945
2237,562
2238,621
2239,562
2240,562
2241,562
2242,562
2243,562
2244,562
2245,562
2246,713
2247,993
2248,994
2249,566
2250,840
2251,567
2252,832
2253,995
2254,576
2255,576
2256,576
2257,576
2258,576
2259,533
2260,996
2261,576
2262,997
2263,998
2264,999
2265,24
2266,713
2267,24
2268,840
2269,588
2270,1000
2271,1001
2272,1002
2273,643
2274,157
2275,1003
2276,1004
2277,157
2278,1005
2279,157
2280,578
2281,1006
2282,643
2283,1007
2284,884
2285,1008
2286,1008
2287,1008
2288,1009
2289,1010
2290,1008
2291,1008
2292,1011
2293,1012
2294,1013
2295,1014
2297,1015
2298,1016
2299,1016
2300,1016
2301,1017
2302,1018
2303,1019
2304,1020
2305,157
2306,1021
2307,1022
2308,1023
2309,1023
2310,1008
2311,1024
2312,1008
2313,1025
2314,1026
2315,1008
2316,1027
2317,1028
2318,1029
2319,1027
2320,1030
2321,1031
2322,458
2323,1029
2324,1032
2325,1033
2326,1024
2327,1034
2328,1035
2329,1036
